"year_month","customer_id","monthly_rfm_score","segment"
"2017-04-01 00:00:00+07","BG-11740","244","Loyal Customers"
"2017-04-01 00:00:00+07","BM-11575","243","Loyal Customers"
"2017-04-01 00:00:00+07","SR-20425","211","Loyal Customers"
"2017-04-01 00:00:00+07","PS-18760","212","Loyal Customers"
"2017-04-01 00:00:00+07","PL-18925","255","Loyal Customers"
"2017-04-01 00:00:00+07","EB-13750","232","Loyal Customers"
"2017-04-01 00:00:00+07","JE-15745","222","Loyal Customers"
"2017-04-01 00:00:00+07","ND-18370","214","Loyal Customers"
"2017-04-01 00:00:00+07","JO-15550","244","Loyal Customers"
"2017-04-01 00:00:00+07","RF-19840","255","Loyal Customers"
"2017-04-01 00:00:00+07","NS-18640","244","Loyal Customers"
"2017-04-01 00:00:00+07","BP-11095","255","Loyal Customers"
"2017-04-01 00:00:00+07","AA-10480","255","Loyal Customers"
"2017-04-01 00:00:00+07","AH-10075","243","Loyal Customers"
"2017-04-01 00:00:00+07","SH-20395","255","Loyal Customers"
"2017-04-01 00:00:00+07","SD-20485","255","Loyal Customers"
"2017-04-01 00:00:00+07","DW-13585","243","Loyal Customers"
"2017-04-01 00:00:00+07","CS-12355","233","Loyal Customers"
"2017-04-01 00:00:00+07","AB-10165","213","Loyal Customers"
"2017-04-01 00:00:00+07","HM-14860","244","Loyal Customers"
"2017-04-01 00:00:00+07","CL-12700","255","Loyal Customers"
"2017-04-01 00:00:00+07","RW-19630","231","Loyal Customers"
"2017-04-01 00:00:00+07","YS-21880","232","Loyal Customers"
"2017-04-01 00:00:00+07","DP-13105","255","Loyal Customers"
"2017-04-01 00:00:00+07","BD-11320","224","Loyal Customers"
"2017-04-01 00:00:00+07","LW-17215","233","Loyal Customers"
"2017-04-01 00:00:00+07","SC-20050","255","Loyal Customers"
"2017-04-01 00:00:00+07","RD-19930","233","Loyal Customers"
"2017-04-01 00:00:00+07","DB-13360","222","Loyal Customers"
"2017-04-01 00:00:00+07","MG-18205","225","Loyal Customers"
"2017-04-01 00:00:00+07","BS-11755","233","Loyal Customers"
"2017-04-01 00:00:00+07","BS-11800","211","Loyal Customers"
"2017-04-01 00:00:00+07","KL-16645","232","Loyal Customers"
"2017-04-01 00:00:00+07","SA-20830","212","Loyal Customers"
"2017-04-01 00:00:00+07","NC-18625","233","Loyal Customers"
"2017-04-01 00:00:00+07","NH-18610","232","Loyal Customers"
"2017-04-01 00:00:00+07","KF-16285","231","Loyal Customers"
"2017-04-01 00:00:00+07","DM-13345","231","Loyal Customers"
"2017-04-01 00:00:00+07","AH-10120","232","Loyal Customers"
"2017-04-01 00:00:00+07","CS-12400","211","Loyal Customers"
"2017-04-01 00:00:00+07","HR-14770","233","Loyal Customers"
"2017-04-01 00:00:00+07","ML-17755","243","Loyal Customers"
"2017-04-01 00:00:00+07","CS-12175","255","Loyal Customers"
"2017-04-01 00:00:00+07","AM-10705","242","Loyal Customers"
"2017-04-01 00:00:00+07","DS-13030","222","Loyal Customers"
"2017-04-01 00:00:00+07","TA-21385","255","Loyal Customers"
"2017-04-01 00:00:00+07","PS-19045","255","Loyal Customers"
"2017-04-01 00:00:00+07","KH-16360","255","Loyal Customers"
"2017-04-01 00:00:00+07","JF-15190","255","Loyal Customers"
"2017-04-01 00:00:00+07","AT-10435","255","Loyal Customers"
"2017-04-01 00:00:00+07","AH-10465","255","Loyal Customers"
"2017-04-01 00:00:00+07","JC-15775","244","Loyal Customers"
"2017-04-01 00:00:00+07","AS-10090","223","Loyal Customers"
"2017-04-01 00:00:00+07","NC-18535","231","Loyal Customers"
"2017-04-01 00:00:00+07","MS-17365","233","Loyal Customers"
"2017-04-01 00:00:00+07","GB-14530","243","Loyal Customers"
"2017-04-01 00:00:00+07","BF-11020","213","Loyal Customers"
"2017-03-01 00:00:00+07","DO-13435","244","Loyal Customers"
"2017-03-01 00:00:00+07","DS-13180","243","Loyal Customers"
"2017-03-01 00:00:00+07","JE-15610","211","Loyal Customers"
"2017-03-01 00:00:00+07","DB-12910","221","Loyal Customers"
"2017-03-01 00:00:00+07","SC-20260","254","Loyal Customers"
"2017-03-01 00:00:00+07","EG-13900","255","Loyal Customers"
"2017-03-01 00:00:00+07","CM-12115","211","Loyal Customers"
"2017-03-01 00:00:00+07","HG-14965","255","Loyal Customers"
"2017-03-01 00:00:00+07","AB-10165","244","Loyal Customers"
"2017-03-01 00:00:00+07","TM-21490","242","Loyal Customers"
"2017-03-01 00:00:00+07","BP-11155","255","Loyal Customers"
"2017-03-01 00:00:00+07","TB-21400","233","Loyal Customers"
"2017-03-01 00:00:00+07","ME-17320","244","Loyal Customers"
"2017-03-01 00:00:00+07","RD-19720","222","Loyal Customers"
"2017-03-01 00:00:00+07","DH-13075","211","Loyal Customers"
"2017-03-01 00:00:00+07","CK-12760","244","Loyal Customers"
"2017-03-01 00:00:00+07","LC-16870","211","Loyal Customers"
"2017-03-01 00:00:00+07","BD-11560","223","Loyal Customers"
"2017-03-01 00:00:00+07","AG-10270","255","Loyal Customers"
"2017-03-01 00:00:00+07","CJ-12010","211","Loyal Customers"
"2017-03-01 00:00:00+07","MZ-17335","255","Loyal Customers"
"2017-03-01 00:00:00+07","GM-14440","222","Loyal Customers"
"2017-03-01 00:00:00+07","ML-18040","244","Loyal Customers"
"2017-03-01 00:00:00+07","HK-14890","211","Loyal Customers"
"2017-03-01 00:00:00+07","EM-14200","234","Loyal Customers"
"2017-03-01 00:00:00+07","FM-14215","255","Loyal Customers"
"2017-03-01 00:00:00+07","JL-15835","255","Loyal Customers"
"2017-03-01 00:00:00+07","JC-15775","232","Loyal Customers"
"2017-03-01 00:00:00+07","DB-13660","255","Loyal Customers"
"2017-03-01 00:00:00+07","CV-12295","211","Loyal Customers"
"2017-03-01 00:00:00+07","JD-16150","221","Loyal Customers"
"2017-03-01 00:00:00+07","BM-11650","233","Loyal Customers"
"2017-03-01 00:00:00+07","MV-17485","243","Loyal Customers"
"2017-03-01 00:00:00+07","HR-14830","211","Loyal Customers"
"2017-03-01 00:00:00+07","AC-10615","255","Loyal Customers"
"2017-03-01 00:00:00+07","SJ-20125","254","Loyal Customers"
"2017-03-01 00:00:00+07","EC-14050","255","Loyal Customers"
"2017-03-01 00:00:00+07","MZ-17515","242","Loyal Customers"
"2017-03-01 00:00:00+07","RB-19360","221","Loyal Customers"
"2017-03-01 00:00:00+07","AC-10660","243","Loyal Customers"
"2017-03-01 00:00:00+07","BE-11335","243","Loyal Customers"
"2017-03-01 00:00:00+07","RW-19690","223","Loyal Customers"
"2017-03-01 00:00:00+07","SC-20725","211","Loyal Customers"
"2017-03-01 00:00:00+07","PS-18970","212","Loyal Customers"
"2017-03-01 00:00:00+07","TB-21055","255","Loyal Customers"
"2017-03-01 00:00:00+07","CL-12565","231","Loyal Customers"
"2017-03-01 00:00:00+07","PW-19030","244","Loyal Customers"
"2017-03-01 00:00:00+07","HW-14935","243","Loyal Customers"
"2017-03-01 00:00:00+07","HG-14845","222","Loyal Customers"
"2017-03-01 00:00:00+07","TB-21595","255","Loyal Customers"
"2017-03-01 00:00:00+07","ND-18370","211","Loyal Customers"
"2017-03-01 00:00:00+07","CG-12040","255","Loyal Customers"
"2017-03-01 00:00:00+07","SA-20830","211","Loyal Customers"
"2017-03-01 00:00:00+07","GZ-14545","242","Loyal Customers"
"2017-03-01 00:00:00+07","VG-21805","255","Loyal Customers"
"2017-03-01 00:00:00+07","TT-21220","232","Loyal Customers"
"2017-03-01 00:00:00+07","JK-15325","244","Loyal Customers"
"2017-03-01 00:00:00+07","SW-20275","244","Loyal Customers"
"2017-03-01 00:00:00+07","EN-13780","255","Loyal Customers"
"2017-03-01 00:00:00+07","CD-11980","212","Loyal Customers"
"2017-03-01 00:00:00+07","BP-11050","234","Loyal Customers"
"2017-03-01 00:00:00+07","AS-10630","255","Loyal Customers"
"2017-03-01 00:00:00+07","DB-13405","212","Loyal Customers"
"2017-03-01 00:00:00+07","PO-19180","235","Loyal Customers"
"2017-03-01 00:00:00+07","SP-20920","212","Loyal Customers"
"2017-03-01 00:00:00+07","KD-16615","212","Loyal Customers"
"2017-03-01 00:00:00+07","VM-21685","212","Loyal Customers"
"2017-03-01 00:00:00+07","MG-17650","232","Loyal Customers"
"2017-03-01 00:00:00+07","BN-11470","244","Loyal Customers"
"2017-03-01 00:00:00+07","MT-17815","242","Loyal Customers"
"2017-03-01 00:00:00+07","SE-20110","231","Loyal Customers"
"2017-03-01 00:00:00+07","SC-20380","222","Loyal Customers"
"2017-03-01 00:00:00+07","BF-11215","211","Loyal Customers"
"2017-03-01 00:00:00+07","FH-14275","255","Loyal Customers"
"2017-03-01 00:00:00+07","SU-20665","211","Loyal Customers"
"2017-03-01 00:00:00+07","KF-16285","242","Loyal Customers"
"2017-03-01 00:00:00+07","JB-16000","243","Loyal Customers"
"2017-03-01 00:00:00+07","GA-14725","244","Loyal Customers"
"2017-03-01 00:00:00+07","KB-16585","244","Loyal Customers"
"2017-03-01 00:00:00+07","BS-11380","243","Loyal Customers"
"2017-03-01 00:00:00+07","MJ-17740","231","Loyal Customers"
"2017-03-01 00:00:00+07","PV-18985","234","Loyal Customers"
"2017-03-01 00:00:00+07","MH-17290","211","Loyal Customers"
"2017-03-01 00:00:00+07","MH-18115","214","Loyal Customers"
"2017-03-01 00:00:00+07","MD-17350","231","Loyal Customers"
"2017-03-01 00:00:00+07","KS-16300","234","Loyal Customers"
"2017-03-01 00:00:00+07","CM-11815","243","Loyal Customers"
"2017-03-01 00:00:00+07","EB-13870","244","Loyal Customers"
"2017-03-01 00:00:00+07","LW-16990","243","Loyal Customers"
"2017-03-01 00:00:00+07","KB-16315","232","Loyal Customers"
"2017-03-01 00:00:00+07","AH-10210","233","Loyal Customers"
"2017-03-01 00:00:00+07","VB-21745","222","Loyal Customers"
"2017-03-01 00:00:00+07","MG-17890","244","Loyal Customers"
"2017-03-01 00:00:00+07","SH-20395","223","Loyal Customers"
"2017-03-01 00:00:00+07","SH-19975","244","Loyal Customers"
"2017-03-01 00:00:00+07","RM-19750","234","Loyal Customers"
"2017-03-01 00:00:00+07","BF-11170","255","Loyal Customers"
"2017-03-01 00:00:00+07","FC-14245","212","Loyal Customers"
"2017-03-01 00:00:00+07","DW-13540","224","Loyal Customers"
"2017-03-01 00:00:00+07","CB-12535","211","Loyal Customers"
"2017-03-01 00:00:00+07","JD-16060","212","Loyal Customers"
"2017-03-01 00:00:00+07","PK-19075","255","Loyal Customers"
"2017-03-01 00:00:00+07","TT-21460","213","Loyal Customers"
"2017-03-01 00:00:00+07","SP-20860","235","Loyal Customers"
"2017-03-01 00:00:00+07","DP-13000","244","Loyal Customers"
"2017-03-01 00:00:00+07","EP-13915","223","Loyal Customers"
"2017-03-01 00:00:00+07","BT-11395","232","Loyal Customers"
"2017-03-01 00:00:00+07","RE-19450","255","Loyal Customers"
"2017-03-01 00:00:00+07","LP-17095","244","Loyal Customers"
"2017-03-01 00:00:00+07","EJ-13720","231","Loyal Customers"
"2017-03-01 00:00:00+07","DB-13555","212","Loyal Customers"
"2017-03-01 00:00:00+07","RS-19765","235","Loyal Customers"
"2017-03-01 00:00:00+07","MY-17380","222","Loyal Customers"
"2017-03-01 00:00:00+07","SC-20770","225","Loyal Customers"
"2017-03-01 00:00:00+07","JA-15970","255","Loyal Customers"
"2017-02-01 00:00:00+07","DB-13660","225","Loyal Customers"
"2017-02-01 00:00:00+07","BT-11530","211","Loyal Customers"
"2017-02-01 00:00:00+07","DB-13060","222","Loyal Customers"
"2017-02-01 00:00:00+07","BM-11140","242","Loyal Customers"
"2017-02-01 00:00:00+07","MH-18025","255","Loyal Customers"
"2017-02-01 00:00:00+07","SW-20245","222","Loyal Customers"
"2017-02-01 00:00:00+07","ES-14080","221","Loyal Customers"
"2017-02-01 00:00:00+07","CB-12415","255","Loyal Customers"
"2017-02-01 00:00:00+07","AC-10615","224","Loyal Customers"
"2017-02-01 00:00:00+07","CK-12595","254","Loyal Customers"
"2017-02-01 00:00:00+07","DK-13090","244","Loyal Customers"
"2017-02-01 00:00:00+07","KM-16375","211","Loyal Customers"
"2017-02-01 00:00:00+07","JP-16135","225","Loyal Customers"
"2017-02-01 00:00:00+07","BP-11095","255","Loyal Customers"
"2017-02-01 00:00:00+07","HW-14935","233","Loyal Customers"
"2017-02-01 00:00:00+07","NH-18610","231","Loyal Customers"
"2017-02-01 00:00:00+07","ED-13885","234","Loyal Customers"
"2017-02-01 00:00:00+07","ME-17725","255","Loyal Customers"
"2017-02-01 00:00:00+07","CV-12805","222","Loyal Customers"
"2017-02-01 00:00:00+07","GH-14410","233","Loyal Customers"
"2017-02-01 00:00:00+07","CK-12325","211","Loyal Customers"
"2017-02-01 00:00:00+07","LL-16840","255","Loyal Customers"
"2017-02-01 00:00:00+07","JK-16120","232","Loyal Customers"
"2017-02-01 00:00:00+07","CR-12820","212","Loyal Customers"
"2017-02-01 00:00:00+07","JS-16030","212","Loyal Customers"
"2017-02-01 00:00:00+07","NG-18355","232","Loyal Customers"
"2017-02-01 00:00:00+07","LF-17185","254","Loyal Customers"
"2017-02-01 00:00:00+07","FH-14350","211","Loyal Customers"
"2017-02-01 00:00:00+07","SV-20785","234","Loyal Customers"
"2017-02-01 00:00:00+07","MH-17455","244","Loyal Customers"
"2017-02-01 00:00:00+07","JP-15460","255","Loyal Customers"
"2017-02-01 00:00:00+07","MM-17260","243","Loyal Customers"
"2017-02-01 00:00:00+07","DJ-13510","255","Loyal Customers"
"2017-02-01 00:00:00+07","CS-11845","221","Loyal Customers"
"2017-02-01 00:00:00+07","VW-21775","255","Loyal Customers"
"2017-02-01 00:00:00+07","MN-17935","255","Loyal Customers"
"2017-02-01 00:00:00+07","MP-18175","243","Loyal Customers"
"2017-02-01 00:00:00+07","SB-20170","242","Loyal Customers"
"2017-02-01 00:00:00+07","ML-17395","255","Loyal Customers"
"2017-02-01 00:00:00+07","TP-21415","212","Loyal Customers"
"2017-02-01 00:00:00+07","SP-20545","233","Loyal Customers"
"2017-02-01 00:00:00+07","BD-11770","243","Loyal Customers"
"2017-02-01 00:00:00+07","SN-20560","255","Loyal Customers"
"2017-02-01 00:00:00+07","MV-17485","242","Loyal Customers"
"2017-02-01 00:00:00+07","FC-14335","231","Loyal Customers"
"2017-02-01 00:00:00+07","CB-12025","233","Loyal Customers"
"2017-02-01 00:00:00+07","JF-15355","254","Loyal Customers"
"2017-02-01 00:00:00+07","SC-20380","223","Loyal Customers"
"2017-02-01 00:00:00+07","RD-19810","212","Loyal Customers"
"2017-02-01 00:00:00+07","MC-17575","222","Loyal Customers"
"2017-02-01 00:00:00+07","DW-13585","223","Loyal Customers"
"2017-02-01 00:00:00+07","JL-15835","223","Loyal Customers"
"2017-02-01 00:00:00+07","BO-11350","222","Loyal Customers"
"2017-01-01 00:00:00+07","LP-17095","211","Loyal Customers"
"2017-01-01 00:00:00+07","EH-14125","213","Loyal Customers"
"2017-01-01 00:00:00+07","EB-13870","232","Loyal Customers"
"2017-01-01 00:00:00+07","SZ-20035","232","Loyal Customers"
"2017-01-01 00:00:00+07","MM-17920","243","Loyal Customers"
"2017-01-01 00:00:00+07","BV-11245","212","Loyal Customers"
"2017-01-01 00:00:00+07","RD-19585","255","Loyal Customers"
"2017-01-01 00:00:00+07","TM-21010","212","Loyal Customers"
"2017-01-01 00:00:00+07","CK-12595","255","Loyal Customers"
"2017-01-01 00:00:00+07","BD-11770","255","Loyal Customers"
"2017-01-01 00:00:00+07","VG-21790","213","Loyal Customers"
"2017-01-01 00:00:00+07","CL-12700","232","Loyal Customers"
"2017-01-01 00:00:00+07","BT-11305","233","Loyal Customers"
"2017-01-01 00:00:00+07","GB-14575","243","Loyal Customers"
"2017-01-01 00:00:00+07","TG-21310","243","Loyal Customers"
"2017-01-01 00:00:00+07","JH-15820","223","Loyal Customers"
"2017-01-01 00:00:00+07","BD-11500","231","Loyal Customers"
"2017-01-01 00:00:00+07","CA-11965","225","Loyal Customers"
"2017-01-01 00:00:00+07","CG-12520","255","Loyal Customers"
"2017-01-01 00:00:00+07","CJ-12010","255","Loyal Customers"
"2017-01-01 00:00:00+07","KD-16495","222","Loyal Customers"
"2017-01-01 00:00:00+07","TP-21130","255","Loyal Customers"
"2017-01-01 00:00:00+07","CS-12250","213","Loyal Customers"
"2017-01-01 00:00:00+07","HP-14815","234","Loyal Customers"
"2017-01-01 00:00:00+07","MC-17605","243","Loyal Customers"
"2017-01-01 00:00:00+07","AD-10180","211","Loyal Customers"
"2017-01-01 00:00:00+07","EH-13765","225","Loyal Customers"
"2017-01-01 00:00:00+07","DS-13030","212","Loyal Customers"
"2017-01-01 00:00:00+07","MH-18115","211","Loyal Customers"
"2017-01-01 00:00:00+07","PS-19045","222","Loyal Customers"
"2017-01-01 00:00:00+07","BE-11410","243","Loyal Customers"
"2017-01-01 00:00:00+07","ML-17410","255","Loyal Customers"
"2017-01-01 00:00:00+07","CV-12805","243","Loyal Customers"
"2017-01-01 00:00:00+07","TH-21100","243","Loyal Customers"
"2017-01-01 00:00:00+07","JF-15490","255","Loyal Customers"
"2017-01-01 00:00:00+07","RM-19375","212","Loyal Customers"
"2017-01-01 00:00:00+07","NS-18505","211","Loyal Customers"
"2017-01-01 00:00:00+07","DL-12865","255","Loyal Customers"
"2017-01-01 00:00:00+07","AR-10540","221","Loyal Customers"
"2017-01-01 00:00:00+07","JO-15145","222","Loyal Customers"
"2017-01-01 00:00:00+07","SC-20095","255","Loyal Customers"
"2017-01-01 00:00:00+07","RW-19690","231","Loyal Customers"
"2017-01-01 00:00:00+07","TT-21460","255","Loyal Customers"
"2017-01-01 00:00:00+07","TB-21250","213","Loyal Customers"
"2017-01-01 00:00:00+07","SO-20335","243","Loyal Customers"
"2017-01-01 00:00:00+07","BH-11710","213","Loyal Customers"
"2017-01-01 00:00:00+07","TP-21565","222","Loyal Customers"
"2017-01-01 00:00:00+07","HR-14770","212","Loyal Customers"
"2017-01-01 00:00:00+07","RB-19570","235","Loyal Customers"
"2017-01-01 00:00:00+07","CP-12085","211","Loyal Customers"
"2017-01-01 00:00:00+07","LS-16945","255","Loyal Customers"
"2017-01-01 00:00:00+07","DB-13120","231","Loyal Customers"
"2017-01-01 00:00:00+07","DA-13450","224","Loyal Customers"
"2017-01-01 00:00:00+07","BP-11290","243","Loyal Customers"
"2017-01-01 00:00:00+07","RS-19420","231","Loyal Customers"
"2017-01-01 00:00:00+07","TS-21085","255","Loyal Customers"
"2017-01-01 00:00:00+07","JF-15190","212","Loyal Customers"
"2017-01-01 00:00:00+07","BW-11110","231","Loyal Customers"
"2017-01-01 00:00:00+07","DP-13390","234","Loyal Customers"
"2017-01-01 00:00:00+07","DL-13315","244","Loyal Customers"
"2017-01-01 00:00:00+07","CM-12385","231","Loyal Customers"
"2017-01-01 00:00:00+07","TS-21655","211","Loyal Customers"
"2017-01-01 00:00:00+07","FW-14395","255","Loyal Customers"
"2017-01-01 00:00:00+07","AS-10045","211","Loyal Customers"
"2017-01-01 00:00:00+07","JM-15250","211","Loyal Customers"
"2017-01-01 00:00:00+07","SC-20725","232","Loyal Customers"
"2017-01-01 00:00:00+07","GA-14725","244","Loyal Customers"
"2016-12-01 00:00:00+07","EP-13915","224","Loyal Customers"
"2016-12-01 00:00:00+07","BP-11155","254","Loyal Customers"
"2016-12-01 00:00:00+07","KL-16555","233","Loyal Customers"
"2016-12-01 00:00:00+07","BD-11620","222","Loyal Customers"
"2016-12-01 00:00:00+07","DB-13660","243","Loyal Customers"
"2016-12-01 00:00:00+07","BM-11785","225","Loyal Customers"
"2016-12-01 00:00:00+07","BD-11605","243","Loyal Customers"
"2016-12-01 00:00:00+07","KD-16495","213","Loyal Customers"
"2016-12-01 00:00:00+07","EH-14185","244","Loyal Customers"
"2016-12-01 00:00:00+07","CJ-11875","255","Loyal Customers"
"2016-12-01 00:00:00+07","JP-16135","222","Loyal Customers"
"2016-12-01 00:00:00+07","MP-17965","211","Loyal Customers"
"2016-12-01 00:00:00+07","TB-21595","231","Loyal Customers"
"2016-12-01 00:00:00+07","PF-19225","255","Loyal Customers"
"2016-12-01 00:00:00+07","KA-16525","243","Loyal Customers"
"2016-12-01 00:00:00+07","CD-11920","233","Loyal Customers"
"2016-12-01 00:00:00+07","MH-17290","224","Loyal Customers"
"2016-12-01 00:00:00+07","FO-14305","234","Loyal Customers"
"2016-12-01 00:00:00+07","KL-16645","255","Loyal Customers"
"2016-12-01 00:00:00+07","RD-19810","255","Loyal Customers"
"2016-12-01 00:00:00+07","BG-11695","231","Loyal Customers"
"2016-12-01 00:00:00+07","EM-14140","255","Loyal Customers"
"2016-12-01 00:00:00+07","MT-17815","234","Loyal Customers"
"2016-12-01 00:00:00+07","JW-15955","255","Loyal Customers"
"2016-12-01 00:00:00+07","MW-18220","244","Loyal Customers"
"2016-12-01 00:00:00+07","AR-10510","244","Loyal Customers"
"2016-12-01 00:00:00+07","BB-11545","233","Loyal Customers"
"2016-12-01 00:00:00+07","SH-19975","255","Loyal Customers"
"2016-12-01 00:00:00+07","AJ-10795","255","Loyal Customers"
"2016-12-01 00:00:00+07","FP-14320","254","Loyal Customers"
"2016-12-01 00:00:00+07","RC-19825","255","Loyal Customers"
"2016-12-01 00:00:00+07","MC-18130","211","Loyal Customers"
"2016-12-01 00:00:00+07","DB-12970","231","Loyal Customers"
"2016-12-01 00:00:00+07","JE-15715","221","Loyal Customers"
"2016-12-01 00:00:00+07","GK-14620","211","Loyal Customers"
"2016-12-01 00:00:00+07","LW-16825","212","Loyal Customers"
"2016-12-01 00:00:00+07","SS-20140","255","Loyal Customers"
"2016-12-01 00:00:00+07","TS-21655","211","Loyal Customers"
"2016-12-01 00:00:00+07","JM-15535","231","Loyal Customers"
"2016-12-01 00:00:00+07","BV-11245","254","Loyal Customers"
"2016-12-01 00:00:00+07","SC-20305","224","Loyal Customers"
"2016-12-01 00:00:00+07","PW-19030","222","Loyal Customers"
"2016-12-01 00:00:00+07","RB-19795","211","Loyal Customers"
"2016-12-01 00:00:00+07","EH-13765","211","Loyal Customers"
"2016-12-01 00:00:00+07","CA-11965","231","Loyal Customers"
"2016-12-01 00:00:00+07","FM-14290","221","Loyal Customers"
"2016-12-01 00:00:00+07","LA-16780","211","Loyal Customers"
"2016-12-01 00:00:00+07","MC-17590","255","Loyal Customers"
"2016-12-01 00:00:00+07","BP-11185","243","Loyal Customers"
"2016-12-01 00:00:00+07","LC-17140","221","Loyal Customers"
"2016-12-01 00:00:00+07","NM-18520","221","Loyal Customers"
"2016-12-01 00:00:00+07","DN-13690","221","Loyal Customers"
"2016-12-01 00:00:00+07","LC-16885","255","Loyal Customers"
"2016-12-01 00:00:00+07","ED-13885","224","Loyal Customers"
"2016-12-01 00:00:00+07","SA-20830","214","Loyal Customers"
"2016-12-01 00:00:00+07","AB-10255","234","Loyal Customers"
"2016-12-01 00:00:00+07","MC-17575","254","Loyal Customers"
"2016-12-01 00:00:00+07","SC-20800","244","Loyal Customers"
"2016-12-01 00:00:00+07","MH-17440","234","Loyal Customers"
"2016-12-01 00:00:00+07","CL-12565","242","Loyal Customers"
"2016-12-01 00:00:00+07","BP-11050","255","Loyal Customers"
"2016-12-01 00:00:00+07","ES-14080","222","Loyal Customers"
"2016-12-01 00:00:00+07","JK-16120","231","Loyal Customers"
"2016-12-01 00:00:00+07","HG-14965","211","Loyal Customers"
"2016-12-01 00:00:00+07","AH-10120","212","Loyal Customers"
"2016-12-01 00:00:00+07","AY-10555","244","Loyal Customers"
"2016-12-01 00:00:00+07","JD-16150","255","Loyal Customers"
"2016-12-01 00:00:00+07","JE-15475","211","Loyal Customers"
"2016-12-01 00:00:00+07","PN-18775","232","Loyal Customers"
"2016-12-01 00:00:00+07","AH-10195","221","Loyal Customers"
"2016-12-01 00:00:00+07","CM-12160","231","Loyal Customers"
"2016-12-01 00:00:00+07","AB-10105","231","Loyal Customers"
"2016-12-01 00:00:00+07","NS-18640","211","Loyal Customers"
"2016-12-01 00:00:00+07","AH-10075","233","Loyal Customers"
"2016-12-01 00:00:00+07","SC-20680","244","Loyal Customers"
"2016-12-01 00:00:00+07","PK-19075","211","Loyal Customers"
"2016-12-01 00:00:00+07","SF-20065","254","Loyal Customers"
"2016-12-01 00:00:00+07","TN-21040","255","Loyal Customers"
"2016-12-01 00:00:00+07","CC-12670","255","Loyal Customers"
"2016-12-01 00:00:00+07","TC-21475","234","Loyal Customers"
"2016-12-01 00:00:00+07","MP-18175","212","Loyal Customers"
"2016-12-01 00:00:00+07","BP-11230","255","Loyal Customers"
"2016-12-01 00:00:00+07","SH-20395","255","Loyal Customers"
"2016-12-01 00:00:00+07","MC-17845","243","Loyal Customers"
"2016-12-01 00:00:00+07","DS-13180","233","Loyal Customers"
"2016-12-01 00:00:00+07","KH-16630","244","Loyal Customers"
"2016-12-01 00:00:00+07","JC-15340","255","Loyal Customers"
"2016-12-01 00:00:00+07","RW-19630","211","Loyal Customers"
"2016-12-01 00:00:00+07","MG-17650","211","Loyal Customers"
"2016-12-01 00:00:00+07","JM-15655","222","Loyal Customers"
"2016-12-01 00:00:00+07","RF-19840","232","Loyal Customers"
"2016-12-01 00:00:00+07","EC-14050","222","Loyal Customers"
"2016-12-01 00:00:00+07","AR-10825","212","Loyal Customers"
"2016-12-01 00:00:00+07","FM-14380","211","Loyal Customers"
"2016-12-01 00:00:00+07","DB-13270","211","Loyal Customers"
"2016-12-01 00:00:00+07","SC-20695","244","Loyal Customers"
"2016-12-01 00:00:00+07","CA-12775","255","Loyal Customers"
"2016-12-01 00:00:00+07","WB-21850","211","Loyal Customers"
"2016-12-01 00:00:00+07","LR-16915","244","Loyal Customers"
"2016-12-01 00:00:00+07","JM-15265","231","Loyal Customers"
"2016-12-01 00:00:00+07","LH-17155","212","Loyal Customers"
"2016-12-01 00:00:00+07","MH-17455","231","Loyal Customers"
"2016-12-01 00:00:00+07","AP-10915","212","Loyal Customers"
"2016-12-01 00:00:00+07","SL-20155","255","Loyal Customers"
"2016-12-01 00:00:00+07","BW-11110","244","Loyal Customers"
"2016-12-01 00:00:00+07","CM-12235","222","Loyal Customers"
"2016-12-01 00:00:00+07","DL-13315","232","Loyal Customers"
"2016-12-01 00:00:00+07","SJ-20125","244","Loyal Customers"
"2016-12-01 00:00:00+07","SP-20650","243","Loyal Customers"
"2016-12-01 00:00:00+07","GB-14530","225","Loyal Customers"
"2016-12-01 00:00:00+07","PM-18940","231","Loyal Customers"
"2016-12-01 00:00:00+07","DK-12835","224","Loyal Customers"
"2016-12-01 00:00:00+07","KB-16585","224","Loyal Customers"
"2016-12-01 00:00:00+07","EB-13870","244","Loyal Customers"
"2016-12-01 00:00:00+07","JB-16045","255","Loyal Customers"
"2016-12-01 00:00:00+07","GH-14485","231","Loyal Customers"
"2016-12-01 00:00:00+07","LH-16900","222","Loyal Customers"
"2016-12-01 00:00:00+07","AG-10900","221","Loyal Customers"
"2016-12-01 00:00:00+07","SP-20620","221","Loyal Customers"
"2016-12-01 00:00:00+07","DB-13615","222","Loyal Customers"
"2016-12-01 00:00:00+07","QJ-19255","243","Loyal Customers"
"2016-12-01 00:00:00+07","GG-14650","255","Loyal Customers"
"2016-12-01 00:00:00+07","DP-13105","221","Loyal Customers"
"2016-12-01 00:00:00+07","AP-10720","211","Loyal Customers"
"2016-12-01 00:00:00+07","GT-14710","211","Loyal Customers"
"2016-12-01 00:00:00+07","AG-10300","244","Loyal Customers"
"2016-12-01 00:00:00+07","JG-15160","232","Loyal Customers"
"2016-12-01 00:00:00+07","JE-16165","211","Loyal Customers"
"2016-12-01 00:00:00+07","IM-15070","232","Loyal Customers"
"2016-12-01 00:00:00+07","HE-14800","213","Loyal Customers"
"2016-12-01 00:00:00+07","RF-19345","255","Loyal Customers"
